id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
2820,경쟁사/해외이슈,경쟁사_해외이슈,배달의민족,"배달의민족, 서울시와 손잡고 'K-배달' 외국인 관광객 공략",배달의민족 서울시와 손잡고 k 배달 외국인 관광객 공략,뉴스핌,뉴스핌,"Wed, 05 Aug 2026 00:49:00 GMT","배달의민족, 서울시와 손잡고 'K-배달' 외국인 관광객 공략 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5oZXhDYTZWd0p4YjJuejUtZjBtOF9tM2swMzlnSDZBQzJsTjZqLWtUXzFvNnFmYnpjSk9TX1lQcGk5R2JuNGdkdkJkZDYySGhNa20xUHI2MzRzZkhR?oc=5,google_rss_배달의민족 when:2d,46.0,4.0,,,배달의민족,,,,,,,general,24.0,published_today,general,global_incident:platform_regulation:baemin:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,baemin,46.0,,,global_incident:platform_regulation:baemin:delivery_app_fee_policy:general,global_incident:platform_regulation:baemin:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:baemin:delivery_app_fee_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:baemin:delivery_app_fee_policy,comp_domestic_finance_commerce,,,
3691,산업동향,산업동향,플랫폼 산업 동향,"업사이클엑스, 퓨처플레이 투자 유치∙팁스 선정 성공∙∙∙모듈형 화학 생산 인프라 혁신",업사이클엑스 퓨처플레이 투자 유치 팁스 선정 성공 모듈형 화학 생산 인프라 혁신,스타트업투데이,스타트업투데이,"Tue, 04 Aug 2026 02:11:00 GMT","업사이클엑스, 퓨처플레이 투자 유치∙팁스 선정 성공∙∙∙모듈형 화학 생산 인프라 혁신 스타트업투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE5WV2stMEdnTXZtSERJV1NsU1ZTYVUyTEpsaGJ2QmxnWS0yel9ydGRnQlg5MXlXUkI4a2I5UGFUb3oxNVFyY3l0X1QxUmp4OFhoSktJXzhkYWU5TGM1TlJzRG1pQm1XY2ZRcVJsSw?oc=5,google_rss_플랫폼 산업 동향 when:2d,44.5,2.0,,,,v43_weak_filler_or_distant_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,44.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:업사이클엑스 퓨처플레이 투자 유치 팁스 선정 성공 모듈형 화학 생산 인프라 혁신,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local_low_confidence,,,,other,,,industry_structural_change:업사이클엑스 퓨처플레이 투자 유치 팁스 선정 성공 모듈형 화학 생산 인프라 혁신,industry_structural_change,,,
2980,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글 뉴스에 대규모 업데이트가 적용되었습니다. 3가지 새로운 기능이 추가됩니다. Samsung Magazine,구글 뉴스에 대규모 업데이트가 적용되었습니다 3가지 새로운 기능이 추가됩니다 samsung magazine,Samsung magazín,Samsung magazín,"Tue, 04 Aug 2026 16:03:47 GMT",구글 뉴스에 대규모 업데이트가 적용되었습니다. 3가지 새로운 기능이 추가됩니다. Samsung Magazine Samsung magazín,https://news.google.com/rss/articles/CBMigwFBVV95cUxNRHNHeGNBdzVTZWNOeFZ1SUF6dnNTU25LRXBjQkxWWXloLU1vb3dRX0VFYjhUaURnUXZFekdNcTkzOGJJM1ZxSE5FeE8yVWoxaDJDZFJ2Y25JLXlUdmVaMUcxOWFSbC02SnFjYXVmOEFFZ2N0SENFcUFkNldWcVdXV2xzVQ?oc=5,google_rss_구글 조사 when:2d,42.0,67.5,platform_obligation,platform_obligation,구글,v43_not_true_competitor,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,general,global_incident:platform_regulation:google:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,global,42.0,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:google:platform_operator_obligation:general,global_incident:platform_regulation:google:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:google:platform_operator_obligation,comp_overseas_regulation_data,,,
3301,경쟁사/해외이슈,경쟁사_해외이슈,애플,"애플, 아동 성착취물 발견에 '텔레그램' 일시 삭제…게시자 차단 후 복구",애플 아동 성착취물 발견에 텔레그램 일시 삭제 게시자 차단 후 복구,v.daum.net,v.daum.net,"Tue, 04 Aug 2026 05:24:58 GMT","애플, 아동 성착취물 발견에 '텔레그램' 일시 삭제…게시자 차단 후 복구 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBWNlc0RVFvc2RVMjdyRGZCLUZOaGhIYjNVNnlIdURuVE9PbjJvOVZQamdPd3BBMnhNQy1KZjdwSEphTWtiT2JMenl3TWViTWc?oc=5,google_rss_애플 when:2d,37.5,51.0,platform_obligation,platform_obligation,애플,v43_not_true_competitor,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:apple:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,global,37.5,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:apple:platform_content_moderation_obligation:general,global_incident:platform_regulation:apple:platform_content_moderation_obligation,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:apple:platform_content_moderation_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:apple:platform_content_moderation_obligation,self_filler_reference,,,
3305,경쟁사/해외이슈,경쟁사_해외이슈,애플,"애플, 아동 성착취물 발견에 텔레그램 일시 삭제…게시자 차단 후 복구",애플 아동 성착취물 발견에 텔레그램 일시 삭제 게시자 차단 후 복구,아주경제,아주경제,"Tue, 04 Aug 2026 05:24:53 GMT","애플, 아동 성착취물 발견에 텔레그램 일시 삭제…게시자 차단 후 복구 아주경제",https://news.google.com/rss/articles/CBMiWEFVX3lxTFBTVDdaSmN3bklTVzNFY05SZDg3U1VDX2pobFRCeWViU1hNQlhjSVVYMWc4cHc4UHpuT3BDb0g4M2NfREJrUFpKLU9wOTBsN01TblZnNjIzejfSAVhBVV95cUxQU1Q3Wkpjd25JU1czRWNOUmQ4N1NVQ19qaGxUQnllYlNYTUJYY0lVWDFnOHB3OFB6bk9wQ29IODNjX0RCa1BaSi1PcDkwbDdNU25WZzYyM3o3?oc=5,google_rss_애플 when:2d,37.5,51.0,platform_obligation,platform_obligation,애플,v43_not_true_competitor,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:apple:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,global,37.5,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:apple:platform_content_moderation_obligation:general,global_incident:platform_regulation:apple:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:apple:platform_content_moderation_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:apple:platform_content_moderation_obligation,competitor_general_low_relevance,,,
1378,정부/국회,정부_국회,금융감독원,"은행이 잡은 보이스피싱, 통신사·경찰도 본다…'ASAP' 가동",은행이 잡은 보이스피싱 통신사 경찰도 본다 asap 가동,news.nate.com,news.nate.com,"Tue, 04 Aug 2026 06:00:00 GMT","은행이 잡은 보이스피싱, 통신사·경찰도 본다…'ASAP' 가동 news.nate.com",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5SN2J5RnI0alM3ZThUejV5VmNXWDhPeWFmR1A4TkZUZ3p2YUw4NEx5RzVta2J4S2hGUEtKbDR5SFZHZXpvVXhNcXppRUhCVTBhQUlwalYxTk5Nd2ZZdmt1dg?oc=5,google_rss_금융감독원 개인정보 when:2d,34.6,-9.0,"legal_regulatory_enforcement,phishing_security,privacy_security_reliability",security_phishing_malware,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_regulation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,naver_telco_strategy_or_infra,Y,telco,34.6,"legal_regulatory_enforcement,privacy_security_reliability",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain,,
1927,정부/국회,정부_국회,딥페이크,"EU, AI 생성 콘텐츠 '표시 의무' 시행…챗봇·딥페이크도 투명성 규제 본격화",eu ai 생성 콘텐츠 표시 의무 시행 챗봇 딥페이크도 투명성 규제 본격화,디지털포커스,디지털포커스,"Mon, 03 Aug 2026 22:08:24 GMT","EU, AI 생성 콘텐츠 '표시 의무' 시행…챗봇·딥페이크도 투명성 규제 본격화 디지털포커스",https://news.google.com/rss/articles/CBMicEFVX3lxTE1zbDVQY0E1dEwxSUxoNVFsOEJwRWhsNHdVYU9sVFJ6aURvaGlXSEFpZG5sRlQweExkWjVjd1EyV1d1cEptYUQ5NEhCZHpZVlc0U1ZoXy1xSm85ZU1zMmpKY3Y2WXFTSmRNdE1wQmNzeHQ?oc=5,google_rss_딥페이크 when:2d,28.0,46.0,"ai_infrastructure_security,deepfake_youth,policy_legislation,privacy_security_reliability",ai_infrastructure_security,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,action_started,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,global_platform_or_overseas_rule,Y,global,28.0,"privacy_security_reliability,policy_legislation,ai_infrastructure_security",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,government_ai_core_policy,weak_gov_basis:foreign_public_policy,foreign_policy_should_be_competitor,
1101,정부/국회,정부_국회,금융위원회,"은행이 잡은 보이스피싱, 통신사·경찰도 본다…'ASAP' 가동 - 머니투데이",은행이 잡은 보이스피싱 통신사 경찰도 본다 asap 가동,머니투데이,머니투데이,"Tue, 04 Aug 2026 06:00:00 GMT","은행이 잡은 보이스피싱, 통신사·경찰도 본다…'ASAP' 가동 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMicEFVX3lxTE5MVlRoVUdjbFlWNzBxUEQ4b2k1M3VjOGdOS2p1RXNtalB4eEtnUUgxVDFoX0IwMl8yWjU5bThmNHhSZ0tFRkxYMVVOU3RucHVPemlVME56U3BSUmFCc05lMkpQbEpfdU1HaUFxbkVtWXHSAXBBVV95cUxOTFZUaFVHY2xZVjcwcVBEOG9pNTN1YzhnTktqdUVzbWpQeHhLZ1FIMVQxaF9CMDJfMlo1OW04ZjR4UmdLRUZMWDFVTlN0bnB1T3ppVTBOelNwUlJhQnNOZTJKUGxKX3VNR2lBcW5FbVlx?oc=5,"google_rss_""금융위원회"" when:2d",27.0,-9.0,"legal_regulatory_enforcement,phishing_security,privacy_security_reliability",security_phishing_malware,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_regulation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,naver_telco_strategy_or_infra,Y,telco,27.0,"legal_regulatory_enforcement,privacy_security_reliability,policy_legislation",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain,,
3461,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"백악관, 첨단AI 보안 검증방안 확정…AI기업과 비공개 논의키로",백악관 첨단ai 보안 검증방안 확정 ai기업과 비공개 논의키로,연합뉴스,연합뉴스,"Mon, 03 Aug 2026 18:09:59 GMT","백악관, 첨단AI 보안 검증방안 확정…AI기업과 비공개 논의키로 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE0wOXlXVjVveE5ZN0daNUZYeElJeDA3TVgyT0ZRYjFNdVZTVm5aamV5cy1NQ3lWbE0zVnpsV3NSZU9Vc01XZjNwOVJBVTNULW1EaE54YnFINDRaeFnSAWBBVV95cUxOYVEzUDZDTWZvcGd3MFkwODhrckxhUWlfU2hMZmR3UEczbDZ0WEswSXJlTjhUY1hfN3kzam03M2c4OFd1bk5CRXZLaWlOWjhFblB1SWV0aGtDeURBMG5takI?oc=5,google_rss_트럼프 행정부 when:2d,23.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:sector:ai_security_policy,decision,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,overseas_platform_ai_rule_pass,Y,unknown,23.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:sector:ai_security_policy:policy_change,global_incident:ai_security_policy:sector:ai_security_policy,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:ai_security_policy:sector:ai_security_policy,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:ai_security_policy:sector:ai_security_policy,government_ai_core_policy,,,
1094,정부/국회,정부_국회,금융위원회,은행·통신사·경찰 보이스피싱 정보 한곳에… ‘ASAP’ 본격 가동,은행 통신사 경찰 보이스피싱 정보 한곳에 asap 본격 가동,뉴스후플러스,뉴스후플러스,"Tue, 04 Aug 2026 07:00:00 GMT",은행·통신사·경찰 보이스피싱 정보 한곳에… ‘ASAP’ 본격 가동 뉴스후플러스,https://news.google.com/rss/articles/CBMibkFVX3lxTE4tQmtmeEI3RENXSml0RThIaFk3LWhWLUNnaGJmTGFPNExRbXFOc0M1a3RickhDVW9iWGlZTlF1OFhocXYwZVA5R0F6YkE4eWo4dDhzV1A1RzYzWHpRVHVtbzFTUDlyRjh2UE5ocGl3?oc=5,google_rss_금융위원회 when:2d,23.0,-9.0,"legal_regulatory_enforcement,phishing_security,privacy_security_reliability",security_phishing_malware,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_regulation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,naver_telco_strategy_or_infra,Y,telco,23.0,"legal_regulatory_enforcement,privacy_security_reliability,policy_legislation",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain,,
722,정부/국회,정부_국회,과학기술정보통신부,"LG유플러스, 보안 업체 파고네트웍스 인수",lg유플러스 보안 업체 파고네트웍스 인수,테크M,테크M,"Tue, 04 Aug 2026 00:28:24 GMT","LG유플러스, 보안 업체 파고네트웍스 인수 테크M",https://news.google.com/rss/articles/CBMiZkFVX3lxTE9sR2ZiaEtHa3g2X0gtVXZTYlFCc2lTMXNud2xiVUtFZjRra2hPQXdMZ2hfS2phTmdFZVRBLWZCRGZrZGNEQkNfUjNLaENfT0h0ZHJRWkh5WDdrOWVIRV9oZ0VNeG05UdIBakFVX3lxTFBOWW5tS2lNY1FTSTNtVzdZNmpSX0k4UFF3Z1BSM3I5Qkh1RTdxYTNzYjdQRkxaUERwWENvNDMwczYtaUphbC1RTTBXeTFzVGc5VmlyYkh4UG45YUd2V2JwUU8xSmxDWlhEM2c?oc=5,google_rss_과학기술정보통신부 해킹 when:2d,20.0,-9.0,"phishing_security,privacy_security_reliability,strategy_mna_governance",security_general,LGU+,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:lguplus:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,20.0,"privacy_security_reliability,strategy_mna_governance",government:tech_security_policy,global_incident:mna_capital:lguplus:mna_capital:general,global_incident:mna_capital:lguplus:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:lguplus:mna_capital,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:mna_capital:lguplus:mna_capital,comp_domestic_strategy,weak_gov_basis:no_public_actor_action_domain,,
2818,경쟁사/해외이슈,경쟁사_해외이슈,토스,청소년 SNS와 AI챗봇 이용 금지 필요한가[청계광장/이성엽] - 머니투데이,청소년 sns와 ai챗봇 이용 금지 필요한가 청계광장 이성엽,머니투데이,머니투데이,"Mon, 03 Aug 2026 19:00:00 GMT",청소년 SNS와 AI챗봇 이용 금지 필요한가[청계광장/이성엽] - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMia0FVX3lxTFB3VmhfT0llaHhzR2kzMnpPV2FIVTZpeThWSS1EZ1h3dkxaVmhhT0RPZzJJdVFRM3N4WDZpbHFib1NOWGEwQWJyajhfdlNrQjZGTVVfeERmN2RCWkJfaVdWa3lnNDlWZXpZOUdJ0gFwQVVfeXFMTlVKRHBoWUF6MFJJcUljNlFsWWFOb2R0Zi1zTkp6ZTJLWV9vejRBTEdxRS1JU1pnSXpTTDFnNWZkNllUT1ZuX1hBcUR2TExmcm5qNDRlbkQ2cjhtM1VRTGxlZnZ2OGwxc1N6MEdteU9kNw?oc=5,google_rss_토스 site:mt.co.kr when:2d,18.5,65.0,"ai_infrastructure_security,deepfake_youth,platform_obligation",ai_infrastructure_security,,v43_not_true_competitor;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,toss,18.5,"ai_infrastructure_security,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation:general,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,comp_domestic_ai_platform,,,
3231,경쟁사/해외이슈,경쟁사_해외이슈,메타,청소년 SNS와 AI챗봇 이용 금지 필요한가[청계광장/이성엽],청소년 sns와 ai챗봇 이용 금지 필요한가 청계광장 이성엽,네이트,네이트,"Mon, 03 Aug 2026 19:01:00 GMT",청소년 SNS와 AI챗봇 이용 금지 필요한가[청계광장/이성엽] 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBQWW50Xy0xQTRTa283dVZVSDh0MXNHMDNHOHUxb1FpcTZxLThqQkFpSzJEN1RrR1JQZS1vU3dOM0JibjB4TzNNUlNlSmVYZUhadkVF?oc=5,google_rss_메타 규제 when:2d,14.5,65.0,"ai_infrastructure_security,deepfake_youth,platform_obligation",ai_infrastructure_security,,v43_not_true_competitor;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,global,14.5,"ai_infrastructure_security,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation:general,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,comp_overseas_platform_ai,,,
3371,경쟁사/해외이슈,경쟁사_해외이슈,애플,"삼성전자, 차세대 영상기술 선보여…아마존 프라임 비디오에 적용",삼성전자 차세대 영상기술 선보여 아마존 프라임 비디오에 적용,매일경제,매일경제,"Tue, 04 Aug 2026 00:01:00 GMT","삼성전자, 차세대 영상기술 선보여…아마존 프라임 비디오에 적용 매일경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE93VklUZVA2Yl9IcHBVcGpVcnhTMy02bTB3R000MFJrSXFMQlBoby1PSGxJOGxGUUxyOXkxc21mWllzMlNfZUxYWUg2djFIV1hTUE4xT0FB?oc=5,google_rss_애플 site:mk.co.kr when:2d,8.5,58.0,,,,v43_not_true_competitor;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,global,8.5,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation:general,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,competitor_general_low_relevance,,,
